id|name
010078000CB8E000|Neo ATLAS 1469
0100FBD0154D2000|NEOGEO POCKET COLOR SELECTION Vol 1
0100D2201001E000|New Super Lucky's Tale
0100C4B0034B2000|Nintendo Labo Toy-Con 01 Variety Kit
01009AB0034E0000|Nintendo Labo Toy-Con 02 Robot Kit
01001E9003502000|Nintendo Labo Toy-Con 03 Vehicle Kit
0100165003504000|Nintendo Labo Toy-Con 04 VR Kit
010022D011E4E000|OCTOPATH TRAVELER
010081900C0F0000|OPUS Collection
01004A200BE82000|OPUS Collection 地球計画+魂の架け橋
0100E570094E8000|Owlboy
010089500B732000|OXENFREE
0100BED00E350000|Panty Party
0100721008D24000|Party Arcade
01004E400D5EC000|Pato Box
0100B280067BE000|Penguin Wars
010051000BEF2000|PixelJunk Monsters 2
01002ED00725A000|Poi: Explorer Edition
010086F0064CE000|Poi: Explorer Edition
0100775008C5A000|Pokémon Shield
01002E5008C56000|Pokémon Sword
0100095018354000|Poker Pretty Girls Battle: Fantasy World Edition
0100E8C017AB4000|Pretty Girls Klondike Solitaire
010011E017AB0000|Pretty Girls Mahjong Solitaire
0100F50018350000|Pretty Girls Mahjong Solitaire - Blue
0100AEF018352000|Pretty Girls Mahjong Solitaire - Green
010041A017AAE000|Pretty Girls Panic!
010060801834E000|Pretty Girls Panic! PLUS
0100D800117F4000|Re:ZERO -Starting Life in Another World- The Prophecy of the Throne
01001F100E8AE000|Remothered Tormented Fathers
0100069000078000|Retail Interactive Display Menu
01009A5015278000|RICO London
01002FF008C24000|Ring Fit Adventure
0100E9B00A014000|Runbow
0100D37009B8A000|Runbow Deluxe Edition
0100119009094000|Runner3
010022900B516000|RXN Raijin
0100E67012C5A000|Saints Row IV
0100D7D00E5A8000|SDガンダム ジージェネレーション モノアイガンダムズ
0100D9D00CA6C000|Season Match Bundle Part 1 and 2
0100A2300DB78000|Sengoku Cannon for Nintendo Switch
0100F8000A310000|Shaq Fu: A Legend Reborn
0100D8000B2EA000|Shelter Generations
010003700B11A000|Shining Resonance Refrain
010048D000BFC000|Skylanders Imaginators
0100CCC0002E6000|SKYLANDERS IMAGINATORS
0100BB100AF4C000|Slain: Back From Hell
01009B8011A3A000|Slay the Spire
0100A8F00B384000|Slime-san Superslime Edition
010009E00F49C000|Sniper Elite 3 Ultimate Edition
0100DD400C468000|Stardew Valley
0100562008698000|SteamWorld Dig 2
0100629006000000|Stern Pinball Arcade
0100AF8006AF2000|Stern Pinball Arcade
01003130118CA000|Streets of Rage 4
0100AC0012068000|Streets of Rage 4
0100F890078A8000|Streets of Red : Devil's Dare Deluxe
01009D400DCE2000|STRIKERS1945 Ⅲ for Nintendo Switch
0100D8200D4E2000|STRIKERS1945 Ⅲ for Nintendo Switch
01001CE00D7B6000|Super Neptunia RPG
010084B00B36E000|Team Sonic Racing
010082400F2AC000|TETRIS 99
0100F8A004458000|The Binding of Isaac: Afterbirth+
0100918014678000|The Binding of Isaac: Repentance
010029600AF50000|The Coma: Recut
0100FCC01CC40000|THE KING OF FIGHTERS XIII GLOBAL MATCH
010006A017236000|The Legend of Tianding
010016C00F474000|The Witcher 3 Wild Hunt — Complete Edition
01002E800E9D4000|The Witcher 3 Wild Hunt — Complete Edition
0100AF2009B30000|Thimbleweed Park
0100BCB00A47A000|Tiny Troopers Joint Ops XL
0100589015962000|Treasures of the Aegean
0100C4800D816000|Trüberbrook
01009C40194C4000|Twin Blades of the Three Kingdoms
0100FA900FCD6000|Valfaris
0100BB400B276000|Victor Vran Overkill Edition
010004000AABC000|VOEZ
0100B4700A47C000|Vostok Inc.
0100AFA011068000|Voxel Pirates
0100F7000DC14000|WAKU WAKU SWEETS
0100BB200CC1A000|WILL A Wonderful World
0100233016D10000|Windstorm: Start of a Great Friendship
01001B7008EE8000|Wonder Boy: The Dragon's Trap
0100256006BF8000|Wonder Boy: The Dragon's Trap
010041200A40E000|Wonder Boy: The Dragon's Trap
010045900ABB0000|Yonder: The Cloud Catcher Chronicles
0100CC600ABB2000|Yonder: The Cloud Catcher Chronicles
010063B00BF70000|Yooka-Laylee
0100A7700CAA4000|Youtubers Life
0100AD900E830000|YU-NO A GIRL WHO CHANTS LOVE AT THE BOUND OF THIS WORLD
0100C8D00D142000|ZEROGUNNER2- for Nintendo Switch
01009EB00EBAA000|ウィッチャー３ ワイルドハント コンプリートエディション
0100CEB00C624000|げっし～ず　がじがじなかまをそだてよう　たいけんばん
01002E50126B2000|この素晴らしい世界に祝福を！カズマの飛び出せ大冒険！
01006AB0109F4000|スーパーリアル麻雀 LOVE♥2～7!
010033900EF6E000|スペースインベーダー インヴィンシブルコレクション特装版
0100B49010544000|ソロモンプログラム
01004DB00BC70000|ドラゴンボールZ 超武闘伝
0100C4A00CE9E000|ファミコレACT ユーノの大冒険
0100029014040000|フィリスのアトリエ ～不思議な旅の錬金術士～ DX デジタルアートブック
010019C014042000|リディー＆スールのアトリエ ～不思議な絵画の錬金術士～ DX デジタルアートブック
01000E100A470000|不思議の幻想郷TOD -RELOADED-
0100F6B011028000|健身环大冒险
010076800B422000|専用ダウンロードゲーム『スーパーファミスタレトロ2018』
010000600EC82000|爆釣ハンターズ
0100CDD0077D8000|魔界戦記ディスガイア5
010011900E720000|黄金夢想曲†CROSS
